Date;USDMXN;USDJPY;GBPUSD;EURUSD;USDCHF;USDCAD
2007.11.19;0,00538;-0,01096;-0,00148;0,00239;-0,00349;0,01176
2007.11.20;-0,00264;-0,00046;0,00813;0,01112;-0,00784;-0,00224
2007.11.21;0,00247;-0,01256;-0,00126;0,00168;-0,00390;0,00569
2007.11.22;-0,00211;0,00129;-0,00054;-0,00013;-0,00064;-0,00213
2007.11.23;0,00075;-0,00342;-0,00064;-0,00371;0,00082;0,00415
2007.11.26;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!
2007.11.27;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!
2007.11.28;-0,00303;0,01061;0,00539;0,00021;0,00514;-0,00918
2007.11.29;-0,00053;-0,00182;-0,00766;-0,00548;0,00530;0,01029
2007.11.30;-0,00093;0,01806;-0,00303;-0,00434;0,01370;0,00361
2007.12.03;0,00017;-0,01188;0,00350;-0,00176;-0,00452;-0,00070
2007.12.04;-0,00203;-0,00527;-0,00247;0,00652;-0,00882;0,01233
2007.12.05;-0,00324;0,00951;-0,01542;-0,01138;0,01006;-0,00059
2007.12.06;-0,00232;0,00405;0,00055;0,00411;-0,00044;-0,00317
2007.12.07;-0,00207;0,00269;0,00168;-0,00020;0,00035;-0,00318
2007.12.10;0,00031;0,00116;0,00646;0,00360;-0,00018;0,00090
2007.12.11;0,00770;-0,00817;-0,00451;-0,00300;0,00158;0,00585
2007.12.12;-0,00580;0,00996;0,00475;0,00348;0,00382;-0,00059
2007.12.13;0,00055;0,00285;-0,00131;-0,00587;0,00633;0,00798
2007.12.14;-0,00055;0,00842;-0,01117;-0,01327;0,00829;-0,00610
2007.12.17;0,00391;-0,00363;0,00063;-0,00167;-0,00130;-0,00773
2007.12.18;-0,00189;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!
2007.12.19;-0,00088;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!
2007.12.20;-0,00092;-0,00115;#ÉRTÉK!;-0,00355;0,00311;-0,00180
2007.12.21;-0,00013;0,00783;-0,00030;0,00383;-0,00277;-0,00602
2007.12.24;-0,00118;0,00096;-0,00242;0,00062;0,00130;-0,00930
2007.12.25;-0,00048;0,00035;-0,00055;-0,00007;0,00181;0,00061
2007.12.26;0,00102;0,00018;0,00343;0,00637;-0,00649;-0,00570
2007.12.27;0,00564;-0,00333;0,00543;0,00866;-0,00960;0,00051
2007.12.28;0,00192;-0,01300;-0,00086;0,00710;-0,01182;-0,00235
2007.12.31;0,00000;-0,00643;-0,00336;-0,00797;0,00469;0,01964
2008.01.01;-0,00147;0,00152;0,00056;0,00130;-0,00062;-0,00442
2008.01.02;0,00207;-0,02313;-0,00298;0,00660;-0,01075;0,00121
2008.01.03;-0,00270;0,00226;-0,00390;0,00190;-0,00690;-0,00565
2008.01.04;0,00495;-0,00807;0,00087;0,00068;-0,00397;0,01006
2008.01.07;-0,00297;0,00551;-0,00447;-0,00489;0,00962;0,00669
2008.01.08;0,00322;-0,01448;0,00244;0,05872;-0,00502;-0,00070
2008.01.09;-0,00030;0,02041;-0,00729;-0,06001;0,00359;0,00477
2008.01.10;0,00030;-0,00237;0,00210;0,00930;-0,01063;-0,00099
2008.01.11;-0,00080;-0,00604;-0,00112;-0,00074;-0,00399;0,01075
2008.01.14;-0,00339;-0,00654;-0,00256;0,00532;-0,00648;-0,00206
2008.01.15;0,00494;-0,01377;0,00200;-0,00451;-0,00147;0,00059
2008.01.16;-0,00070;0,00537;0,00235;-0,00937;0,00694;0,00451
2008.01.17;0,00090;-0,00884;0,00279;-0,00164;0,00145;0,00692
2008.01.18;-0,00532;0,00403;#ÉRTÉK!;-0,00151;-0,00109;-0,00243
2008.01.21;0,00976;-0,01139;#ÉRTÉK!;-0,01363;0,00987;0,00834
2008.01.22;-0,00554;0,01354;#ÉRTÉK!;0,01568;-0,01214;-0,00814
2008.01.23;-0,00293;-0,00290;#ÉRTÉK!;-0,00108;-0,00457;-0,00371
2008.01.24;-0,00285;0,00374;0,01078;0,00966;-0,00477;-0,01904
2008.01.25;0,00037;-0,00327;0,00121;-0,00673;0,01025;-0,00020
2008.01.28;-0,00028;0,00159;0,00218;0,00768;-0,00750;0,00050
2008.01.29;-0,00203;0,00065;0,00221;-0,00109;0,00394;-0,00629
2008.01.30;-0,00042;-0,00760;-0,00286;0,00400;-0,00891;-0,00331
2008.01.31;-0,00221;0,00020;0,00352;0,00229;-0,00323;0,00631
2008.02.01;-0,00311;0,00243;-0,01219;-0,00439;0,00738;-0,00772
2008.02.04;0,00099;0,00169;0,00422;0,00190;-0,00064;0,00030
2008.02.05;0,00400;-0,00149;-0,00508;-0,01289;0,01015;0,01409
2008.02.06;-0,00245;-0,00142;-0,00204;-0,00143;-0,00182;-0,00099
2008.02.07;-0,00152;0,00870;-0,00921;-0,00950;0,00554;0,00218
2008.02.08;-0,00325;0,00400;0,00222;0,07272;0,00371;-0,01036
2008.02.11;0,00042;-0,00848;0,00142;-0,07112;-0,00462;0,00340
2008.02.12;-0,00093;0,00476;0,00528;0,00550;-0,00018;-0,00160
2008.02.13;-0,00152;0,00874;0,00102;-0,00178;0,00552;-0,00270
2008.02.14;0,00017;-0,00455;0,00385;0,00603;-0,00989;0,00200
2008.02.15;0,00168;0,00009;-0,00427;0,00218;-0,00356;0,00727
2008.02.18;-0,00183;0,00333;-0,00542;-0,00177;0,00756;0,00030
2008.02.19;0,00266;-0,00222;-0,00133;0,00544;-0,00665;0,00781
2008.02.20;0,00127;0,00120;-0,00294;-0,00047;0,00356;-0,00306
2008.02.21;0,00041;-0,00594;0,01090;0,00623;-0,00731;-0,00099
2008.02.22;-0,00084;-0,00205;0,00159;0,00074;-0,00487;0,00345
2008.02.25;-0,00014;0,00781;-0,00016;0,00067;0,00331;-0,01940
2008.02.26;-0,00391;-0,00631;0,01046;0,01074;-0,01155;-0,01376
2008.02.27;-0,00289;-0,00917;-0,00206;0,00810;-0,01244;-0,00041
2008.02.28;-0,00284;-0,01344;0,00338;0,00514;-0,01107;-0,00542
2008.02.29;0,00522;-0,01131;-0,00165;-0,00026;-0,00841;0,01121
2008.03.03;-0,00505;-0,00241;-0,00137;0,00053;-0,00115;0,00192
2008.03.04;0,00416;-0,00145;0,00085;0,00065;-0,00154;0,00514
2008.03.05;-0,00168;0,00521;0,00312;0,00439;-0,00337;-0,00910
2008.03.06;0,01362;-0,01288;0,01015;0,00705;-0,01351;-0,00041
2008.03.07;-0,00409;0,00117;0,00095;-0,00320;0,00274;0,00456
2008.03.10;0,00418;-0,01254;-0,00280;0,00032;-0,00577;0,00695
2008.03.11;-0,00808;0,01808;-0,00118;0,00006;0,01316;-0,00453
2008.03.12;0,00072;-0,01749;0,01041;0,01283;-0,01729;-0,00131
2008.03.13;-0,00206;-0,00791;0,00272;0,00527;-0,00435;-0,00598
2008.03.14;0,00208;-0,01652;-0,00618;-0,00027;-0,01240;0,00304
2008.03.17;-0,00112;-0,01968;-0,01131;0,00830;-0,01367;0,00737
2008.03.18;-0,00709;0,02763;0,00609;-0,00573;0,01482;-0,00474
2008.03.19;0,00393;-0,01209;-0,01292;-0,00122;-0,00251;0,02168
2008.03.20;-0,00045;0,00768;0,00056;-0,01267;0,01018;0,01082
2008.03.21;0,00147;0,00191;-0,00075;0,01638;0,00198;0,00546
2008.03.24;-0,00453;0,01168;0,00226;-0,01684;0,00996;-0,00948
2008.03.25;0,00117;-0,00657;0,00742;0,01141;-0,00996;-0,00010
2008.03.26;0,00023;-0,00924;0,00239;0,01349;-0,01710;-0,00039
2008.03.27;-0,00044;0,00372;-0,00030;-0,00063;0,00040;-0,00187
2008.03.28;0,00021;-0,00413;-0,00594;-0,00336;0,00050;0,00295
2008.03.31;-0,00530;0,00734;-0,00537;-0,00019;0,00201;0,00607
2008.04.01;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!
2008.04.02;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!
2008.04.03;-0,00126;0,00000;0,00356;-0,00069;0,00208;-0,01010
2008.04.04;0,00079;-0,00756;-0,00014;0,00444;-0,00506;0,00397
2008.04.07;-0,00123;0,00902;-0,00323;-0,00203;0,00704;0,00396
2008.04.08;0,00118;0,05452;-0,01101;-0,00812;0,00355;0,00168
2008.04.09;0,00062;-0,06057;0,00384;0,01567;-0,01367;0,00443
2008.04.10;-0,00550;0,00233;-0,00120;-0,00519;0,00587;-0,00049
2008.04.11;0,00114;-0,01094;0,00542;0,00507;-0,00787;0,00275
2008.04.14;-0,00715;0,00208;-0,00309;0,00019;0,00000;-0,00157
2008.04.15;0,00108;0,00650;-0,00742;-0,00247;0,00767;-0,00196
2008.04.16;-0,00005;-0,00020;0,00499;0,01084;-0,00897;-0,01715
2008.04.17;0,00107;0,00666;0,00949;-0,00352;0,00698;0,01005
2008.04.18;0,00067;0,01232;0,00395;-0,01063;0,01166;-0,00655
2008.04.21;0,00531;-0,00432;-0,00863;0,01125;-0,00938;0,00199
2008.04.22;-0,00444;-0,00420;0,00778;0,00477;-0,00537;0,00119
2008.04.23;-0,00194;0,00564;-0,00904;-0,00715;0,01258;0,00949
2008.04.24;-0,00300;0,00766;-0,00288;-0,01204;0,01873;-0,00236
2008.04.25;0,00301;0,00147;0,00536;-0,00301;-0,00029;0,00207
2008.04.28;0,00055;-0,00182;0,00393;0,00102;-0,00039;-0,00355
2008.04.29;0,00640;-0,00202;-0,01188;-0,00549;0,00290;-0,00030
2008.04.30;-0,00461;-0,00055;0,01020;0,00352;-0,00212;-0,00416
2008.05.01;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!
2008.05.02;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!
2008.05.05;0,00207;-0,00371;0,00073;0,00415;-0,00237;-0,00473
2008.05.06;0,00235;-0,00216;0,00022;0,00244;-0,00171;-0,01042
2008.05.07;0,00447;0,00091;-0,01052;-0,00976;0,00399;0,00617
2008.05.08;0,00267;0,03277;0,00154;0,00512;-0,00475;0,00780
2008.05.09;-0,00327;-0,05184;-0,00068;0,00167;-0,01004;-0,01068
2008.05.12;-0,00619;0,00939;0,00063;0,00323;0,00412;-0,00050
2008.05.13;-0,00024;0,00816;-0,00472;-0,00406;0,00668;-0,00149
2008.05.14;0,00097;0,00410;0,00010;-0,00051;0,00313;0,00040
2008.05.15;-0,00346;-0,00238;0,00053;-0,00117;0,00133;-0,00449
2008.05.16;-0,00783;-0,00747;0,00467;0,00934;-0,00798;0,00040
2008.05.19;0,00087;0,00356;-0,00365;-0,00437;0,00400;-0,00823
2008.05.20;0,00103;-0,00790;0,00940;0,00809;-0,01475;0,00040
2008.05.21;-0,00134;-0,00513;0,00173;0,00852;-0,01096;-0,00850
2008.05.22;-0,00107;0,00966;0,00464;-0,00356;0,00467;0,00061
2008.05.23;0,00292;-0,00714;0,00087;0,00337;-0,00672;0,00365
2008.05.26;0,00012;0,00039;-0,00012;-0,00036;0,00107;0,00344
2008.05.27;-0,00075;0,00820;-0,00307;-0,00562;0,00875;0,00232
2008.05.28;-0,00595;0,00440;0,00251;-0,00223;0,00328;-0,00454
2008.05.29;0,00030;0,00799;-0,00241;-0,00885;0,01170;-0,00051
2008.05.30;-0,00241;0,00009;0,00333;0,00148;-0,00727;0,00474
2008.06.02;0,00342;-0,00972;-0,00855;0,00033;-0,00443;0,00772
2008.06.03;-0,00236;0,00620;-0,00173;-0,00618;0,00491;0,00707
2008.06.04;0,00013;0,00105;-0,00441;-0,00114;0,00010;0,00849
2008.06.05;-0,00244;0,00644;0,00200;0,01008;-0,00346;0,00059
2008.06.06;0,00484;-0,00968;0,00623;0,01250;-0,01935;0,00079
2008.06.09;0,00079;0,01345;0,00213;-0,00900;0,00841;0,00412
2008.06.10;0,00718;0,00955;-0,01051;-0,01154;0,01450;-0,00020
2008.06.11;0,00129;-0,00355;0,00533;0,00605;-0,01051;-0,00264
2008.06.12;-0,00701;0,00782;-0,00845;-0,00625;0,00831;0,00343
2008.06.13;-0,00215;0,00324;-0,00031;-0,00597;0,00681;0,00633
2008.06.16;-0,00259;-0,00009;0,00890;0,00680;-0,00230;-0,00575
2008.06.17;-0,00001;-0,00157;-0,00335;0,00310;-0,00336;-0,00617
2008.06.18;-0,00128;-0,00139;0,00055;0,00104;-0,00481;-0,00010
2008.06.19;0,00087;0,00093;0,00692;-0,00182;0,00769;-0,00226
2008.06.20;-0,00340;-0,00567;0,00067;0,00758;-0,00721;0,00177
2008.06.23;0,00476;0,00483;-0,00421;-0,00674;0,00778;-0,00128
2008.06.24;-0,00583;-0,00046;0,00254;0,00303;-0,00345;-0,00355
2008.06.25;0,00136;0,00019;0,00217;0,00665;-0,00617;-0,00218
2008.06.26;0,00170;-0,00794;0,00652;0,00503;-0,01059;0,00336
2008.06.27;0,00044;-0,00776;0,00327;0,00000;-0,00549;-0,00109
2008.06.30;0,00019;0,00000;-0,00056;-0,00019;0,00284;0,00729
2008.07.01;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!
2008.07.02;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!;#ÉRTÉK!
2008.07.03;-0,00357;0,00752;-0,00483;-0,01127;0,01206;0,00542
2008.07.04;-0,00168;0,00066;0,00026;0,00088;-0,00146;-0,00266
2008.07.07;-0,00058;0,00327;-0,00354;0,00039;0,00127;0,00305
2008.07.08;-0,00133;0,02078;-0,00391;-0,02487;0,00719;-0,00010
2008.07.09;-0,00087;-0,02348;0,00683;0,02588;-0,00465;-0,00660
2008.07.10;-0,00005;0,00182;-0,00232;0,00312;-0,00088;-0,00297
2008.07.11;-0,00387;-0,00803;0,00595;0,01033;-0,01194;-0,00030
2008.07.14;0,00344;0,00009;0,00231;-0,00365;0,00138;-0,00149
2008.07.15;-0,00077;-0,01336;0,00480;0,00051;-0,00710;-0,00508
2008.07.16;-0,00903;0,00352;-0,00250;-0,00485;0,00750;0,00000
2008.07.17;0,00328;0,00991;-0,00050;0,00214;0,00216;0,00359
2008.07.18;-0,00977;0,00677;0,00070;-0,00013;0,00274;0,00139
2008.07.21;-0,00015;-0,00425;0,00136;0,00378;-0,00461;-0,00498
2008.07.22;-0,00975;0,00687;-0,00447;-0,00769;0,01201;0,00607
2008.07.23;-0,00276;0,00614;0,00233;-0,00633;0,00706;0,00327
2008.07.24;0,00235;-0,00474;-0,00512;-0,00024;-0,00145;0,00336
2008.07.25;0,00388;0,00437;0,00139;-0,00100;0,00270;0,00403
2008.07.28;-0,00174;-0,00362;0,00205;0,00435;-0,00473;0,00343
2008.07.29;-0,00082;0,00575;-0,00670;-0,00960;0,01173;0,00176
2008.07.30;-0,00239;0,00065;0,00016;-0,00111;0,00239;-0,00059
2008.07.31;0,00108;-0,00315;0,00101;0,00125;-0,00095;0,00020
2008.08.01;-0,00641;#ÉRTÉK!;-0,00445;#ÉRTÉK!;0,00276;0,00137
2008.08.04;-0,01003;#ÉRTÉK!;-0,00665;#ÉRTÉK!;-0,00152;0,01145
2008.08.05;0,00460;#ÉRTÉK!;-0,00286;#ÉRTÉK!;0,00457;0,00596
2008.08.06;0,00371;#ÉRTÉK!;-0,00379;#ÉRTÉK!;0,00483;0,00469
2008.08.07;0,00587;#ÉRTÉK!;-0,00237;#ÉRTÉK!;0,00349;0,00429
2008.08.08;0,01139;#ÉRTÉK!;-0,01236;#ÉRTÉK!;0,01828;0,01444
2008.08.11;0,00593;#ÉRTÉK!;-0,00408;#ÉRTÉK!;0,00351;0,00150
2008.08.12;-0,00248;#ÉRTÉK!;-0,00845;#ÉRTÉK!;0,00147;-0,00234
2008.08.13;-0,00028;#ÉRTÉK!;-0,01543;#ÉRTÉK!;-0,00147;-0,00395
2008.08.14;0,00003;#ÉRTÉK!;-0,00009;#ÉRTÉK!;0,00972;0,00301
2008.08.15;0,00476;#ÉRTÉK!;-0,00091;#ÉRTÉK!;-0,00100;-0,00461
2008.08.18;-0,00281;#ÉRTÉK!;0,00006;#ÉRTÉK!;0,00146;0,00348
2008.08.19;-0,00459;#ÉRTÉK!;0,00161;#ÉRTÉK!;-0,00558;-0,00377
2008.08.20;0,00066;#ÉRTÉK!;-0,00246;#ÉRTÉK!;0,00658;-0,00066
2008.08.21;-0,00446;#ÉRTÉK!;0,00709;#ÉRTÉK!;-0,01007;-0,01445
2008.08.22;0,00234;#ÉRTÉK!;-0,01214;#ÉRTÉK!;0,00943;0,00096
2008.08.25;0,00246;#ÉRTÉK!;-0,00270;#ÉRTÉK!;-0,00027;0,00544
2008.08.26;0,00166;#ÉRTÉK!;-0,00531;#ÉRTÉK!;0,00273;-0,00295
2008.08.27;-0,00108;-0,00064;-0,00197;0,00530;-0,00255;-0,00115
2008.08.28;0,01039;-0,00110;-0,00317;-0,00080;0,00055;0,00391
2008.08.29;0,00423;-0,00577;-0,00438;-0,00294;-0,00173;0,01605
2008.09.01;0,00434;-0,00677;-0,01687;-0,00657;0,00573;0,00028
2008.09.02;0,00252;0,00548;-0,00538;-0,00406;0,00380;-0,00056
2008.09.03;0,00160;-0,00277;-0,00473;-0,00206;0,00027;-0,00517
2008.09.04;0,01528;-0,01506;-0,00673;-0,01538;0,00433;0,00694
2008.09.05;-0,00469;0,00886;0,00408;0,00070;0,00395;-0,00534
2008.09.08;-0,00010;0,00399;-0,00388;0,05288;0,01087;0,00132
2008.09.09;0,00675;-0,00771;0,00032;-0,06177;-0,00186;0,00440
2008.09.10;0,00540;0,00409;-0,00534;-0,01169;0,00911;0,00271
2008.09.11;-0,00206;-0,00689;0,00153;0,00085;0,00149;0,00196
2008.09.12;-0,00580;0,00893;0,02070;0,01728;-0,00776;-0,01349
2008.09.15;0,01937;-0,03477;0,00196;0,00204;-0,01553;0,00733
2008.09.16;-0,00152;0,01210;-0,00682;-0,00943;0,00895;0,00206
2008.09.17;0,00763;-0,01145;0,01745;0,01365;-0,01681;-0,00056
2008.09.18;-0,00556;0,01126;0,00022;-0,00170;0,00515;-0,00798
2008.09.19;-0,01406;0,01804;0,00850;0,00787;-0,00579;-0,01462
2008.09.22;0,00330;-0,01747;0,01470;0,02588;-0,02591;-0,01106
2008.09.23;0,00988;0,00151;-0,00136;-0,00699;0,00982;0,00077
2008.09.24;0,00967;0,00341;-0,00324;-0,00408;0,00524;0,00280
2008.09.25;-0,01064;0,00226;-0,00493;0,00060;-0,00266;-0,00502
2008.09.26;0,00574;-0,00254;-0,00005;-0,00294;0,00404;0,00155
2008.09.29;0,02296;-0,02103;-0,02154;-0,01419;0,00000;0,01287
2008.09.30;-0,00993;0,02122;-0,01061;-0,02084;0,02612;0,01459
2008.10.01;0,00197;-0,00123;-0,00684;-0,00571;0,00401;-0,00009
2008.10.02;0,02288;-0,00691;-0,00307;-0,01497;0,00885;0,01457
2008.10.03;-0,00094;0,00086;0,00424;-0,00167;-0,00840;-0,00065
2008.10.06;0,05592;-0,03302;-0,01645;-0,02052;0,01970;0,02066
2008.10.07;0,03577;-0,00413;0,00138;0,00614;-0,00682;0,00354
2008.10.08;0,00057;0,08163;-0,01037;0,09599;-0,01155;0,01981
2008.10.09;0,09289;-0,10104;-0,01098;-0,09526;0,00098;0,01864
2008.10.10;-0,03413;0,01585;-0,00271;-0,01482;0,01974;0,02487
2008.10.13;-0,06891;0,01160;0,02336;0,01658;-0,01356;-0,02679
2008.10.14;0,02093;-0,00313;-0,00143;-0,00029;0,00026;0,01482
2008.10.15;0,07039;-0,02221;-0,01353;-0,01287;-0,00194;0,02489
2008.10.16;-0,04296;0,01513;0,00922;0,00342;-0,00009;-0,00995
2008.10.17;0,00547;0,00404;-0,00237;-0,00498;0,00203;0,00127
2008.10.20;0,01245;0,00314;-0,00993;-0,00821;0,01303;0,01019
2008.10.21;0,01750;-0,01624;-0,02704;-0,01912;0,00130;0,01497
2008.10.22;0,04461;-0,02490;-0,02878;-0,01889;0,01113;0,03598
2008.10.23;-0,04008;-0,00391;0,00161;0,00996;-0,00516;-0,00735
2008.10.24;0,00361;-0,03346;-0,01941;-0,02464;0,00619;0,01993
2008.10.27;0,01394;-0,01148;-0,02390;-0,01317;-0,00835;0,01923
2008.10.28;-0,03756;0,05232;0,03485;0,02725;-0,00477;-0,02230
2008.10.29;-0,01008;-0,00695;0,01737;0,01166;-0,01620;-0,03695
2008.10.30;-0,02210;0,01294;-0,00005;-0,00706;0,00555;-0,01467
2008.10.31;0,01575;-0,00355;-0,01838;-0,01299;0,01793;0,00066
2008.11.03;-0,00309;0,00567;-0,01899;-0,00663;0,01481;-0,02096
2008.11.04;-0,02624;0,00738;0,01050;0,02859;-0,01188;-0,02384
2008.11.05;0,02717;-0,01529;-0,00578;-0,00509;-0,00232;0,01336
2008.11.06;0,02337;-0,00966;-0,01667;-0,01742;0,01472;0,02478
2008.11.07;-0,01769;0,00833;0,00434;0,00150;0,00102;-0,01219
2008.11.10;-0,00553;-0,00122;-0,00094;0,00266;-0,00008;0,00917
2008.11.11;0,01305;-0,00695;-0,01627;-0,01837;0,00719;0,01199
2008.11.12;0,00885;-0,02594;-0,03096;-0,00456;0,00008;0,02421
2008.11.13;-0,01046;0,02880;-0,00055;0,02612;-0,00126;-0,02074
2008.11.14;0,01337;-0,00565;-0,01037;-0,01510;0,00898;0,01880
2008.11.17;0,00635;-0,00631;0,01627;0,00372;0,00225;-0,00593
2008.11.18;-0,00581;0,00348;-0,00237;-0,00056;0,00217;0,00260
2008.11.19;0,03118;-0,00771;0,00070;-0,01047;0,00812;0,01747
2008.11.20;0,03201;-0,02055;-0,01563;-0,00531;0,01165;0,03251
2008.11.21;-0,01667;0,01958;0,01274;0,01214;-0,00261;-0,01856
2008.11.24;-0,02407;0,00996;0,01477;0,02562;-0,02125;-0,02940
2008.11.25;-0,01378;-0,01480;0,01825;0,00897;-0,00822;-0,00626
2008.11.26;-0,00304;0,00167;-0,00614;-0,01040;0,01289;0,00253
2008.11.27;0,00239;-0,00186;0,00452;-0,00032;-0,00150;0,00365
2008.11.28;0,01372;0,00074;-0,00117;-0,01541;-0,00225;0,00170
2008.12.01;0,02230;-0,02502;-0,03439;-0,00782;0,00549;0,00878
2008.12.02;-0,00917;0,00012;0,00283;0,00902;0,00158;0,00264
2008.12.03;0,00144;-0,00012;-0,00843;-0,00042;0,00323;0,00328
2008.12.04;0,00025;-0,00744;-0,00664;0,00519;-0,01230;0,01661
2008.12.05;0,01497;0,00399;0,00143;-0,00447;0,01955;-0,00354
2008.12.08;-0,02657;0,16289;0,01149;0,15963;-0,01047;-0,01363
2008.12.09;0,00954;-0,16847;-0,00782;-0,14332;-0,00075;0,00525
2008.12.10;-0,01104;0,00580;0,00263;0,00678;-0,00524;-0,00238
2008.12.11;-0,01227;-0,01421;0,01550;0,02398;-0,01124;-0,01669
2008.12.12;0,02080;-0,00504;-0,00528;0,00180;-0,00745;0,00677
2008.12.15;-0,01530;-0,00628;0,02308;0,02529;-0,01619;-0,00799
2008.12.16;-0,02241;-0,02032;0,01859;0,02637;-0,03345;-0,02385
2008.12.17;0,00595;-0,01545;-0,00508;0,02434;-0,04250;-0,01151
2008.12.18;0,00172;0,02471;-0,02958;-0,00804;0,00493;0,00969
2008.12.19;-0,00133;-0,00263;-0,00400;-0,02602;0,02046;0,00786
2008.12.22;0,00358;0,00992;-0,01120;0,00237;-0,00656;0,00510
2008.12.23;0,01318;0,00751;-0,00562;-0,00152;-0,00532;-0,00082
2008.12.24;-0,00626;-0,00375;-0,00087;0,00509;-0,01398;-0,00510
2008.12.25;0,00465;0,00015;0,00121;0,00043;0,00381;0,00305
2008.12.26;0,00860;0,00282;-0,01125;0,00086;-0,00419;0,00074
2008.12.29;0,01882;-0,00130;-0,00797;0,00086;-0,01409;0,00197
2008.12.30;0,00670;-0,00400;-0,00007;0,00717;-0,00151;-0,00535
2008.12.31;-0,00116;0,00398;0,01292;-0,01139;-0,01229;0,00305
2009.01.01;-0,02369;0,00019;0,00578;0,00136;0,02069;0,00484
2009.01.02;0,02507;0,01231;-0,01484;-0,00545;0,01343;-0,01020
2009.01.05;-0,02555;0,01543;0,01314;-0,02010;0,02697;-0,01785
2009.01.06;-0,00541;0,00175;0,01323;-0,01001;0,00701;-0,00329
2009.01.07;0,00597;-0,00752;0,01114;0,00745;-0,01135;0,01017
2009.01.08;0,01697;-0,01434;0,00976;0,00645;-0,00892;-0,01262
2009.01.09;0,00321;-0,01090;-0,00315;-0,01798;0,01812;0,00868
2009.01.12;0,00461;-0,01046;-0,02401;-0,00708;0,00081;0,02044
2009.01.13;0,00302;-0,00100;-0,02059;-0,01190;0,00278;0,00574
2009.01.14;0,02117;-0,00203;0,00714;0,00114;-0,00242;0,01815
2009.01.15;-0,01429;0,00871;0,00349;-0,00447;0,00590;0,00489
2009.01.16;0,00098;0,01062;0,00422;0,01013;-0,00152;-0,00810
2009.01.19;-0,00252;-0,00309;-0,02117;-0,01501;0,01057;0,00946
2009.01.20;0,00813;-0,00898;-0,03872;-0,01609;0,01308;0,00969
2009.01.21;-0,01986;-0,00850;-0,00011;0,00928;0,00730;-0,00436
2009.01.22;0,02262;0,00085;0,00032;0,00013;-0,00156;-0,00605
2009.01.23;0,00199;-0,00411;-0,00704;-0,00322;-0,00652;-0,01870
2009.01.26;-0,00128;0,00539;0,01354;0,01735;-0,00692;-0,00514
2009.01.27;0,01130;0,00101;0,01530;0,00182;0,00149;0,00180
2009.01.28;-0,01312;0,01259;0,00305;-0,00476;0,01091;-0,00951
2009.01.29;0,01158;-0,00612;0,00345;-0,01650;0,00147;0,00894
2009.01.30;0,00990;-0,00011;0,01970;-0,00784;0,00553;0,00180
2009.02.02;0,00632;-0,00602;-0,02440;-0,00172;0,00129;0,01521
2009.02.03;0,00992;0,00011;0,01571;0,01533;-0,01544;-0,01025
2009.02.04;-0,01054;0,00056;0,00152;-0,01216;0,01182;-0,00138
2009.02.05;-0,00503;0,01916;0,01190;-0,00503;0,01151;-0,00008
2009.02.06;-0,01311;0,00841;0,00972;0,01057;-0,07885;-0,00955
2009.02.09;0,00739;-0,00666;0,00544;0,00247;0,07543;0,00098
2009.02.10;0,01758;-0,00953;-0,02018;-0,00348;-0,00947;0,01690
2009.02.11;-0,00202;-0,00170;-0,01444;-0,00357;0,00380;-0,00016
2009.02.12;-0,00135;0,00420;-0,00412;0,00178;0,00052;0,00145
2009.02.13;0,00276;0,01304;0,00481;-0,00193;-0,00052;-0,00452
2009.02.16;-0,00124;-0,00163;-0,00431;-0,00522;-0,00086;0,00371
2009.02.17;0,01498;0,00615;-0,00408;-0,01711;0,00747;0,01772
2009.02.18;-0,00545;0,01457;0,00077;-0,00103;0,00521;-0,00333
2009.02.19;0,00938;0,00406;0,00113;0,00714;0,00000;-0,00278
2009.02.20;0,00544;-0,00716;0,01198;0,02141;-0,01493;-0,00343
2009.02.23;0,00743;0,01129;0,00221;-0,01990;0,01177;-0,00080
2009.02.24;-0,01083;0,02252;0,00397;0,01533;-0,01065;-0,00867
2009.02.25;0,01091;0,00866;-0,02140;-0,01170;0,00988;0,01170
2009.02.26;0,00205;0,00965;0,00540;-0,00029;-0,00334;-0,00120
2009.02.27;0,02358;-0,00729;-0,00181;-0,00328;0,00342;0,01701
